r_Angstrom,g11_Direct,g11_Window,g12_Direct,g12_Window,g22_Direct,g22_Window
34.5,0.9763302416382682,1.0,0.9756581366933983,1.0,0.9792919957948654,1.0
34.6,0.9759493601700016,1.0,0.9779392794834908,1.0,0.9786361810852633,1.0
34.7,0.9760646294787169,1.0,0.977943341732885,1.0,0.9790488574408401,1.0
34.800000000000004,0.9782051362291169,1.0,0.9782566045902393,1.0,0.9783994806758329,1.0
34.9,0.9782376724390391,1.0,0.9778956328773881,1.0,0.978129316487488,1.0
35.0,0.9784044965876121,1.0,0.9773280450637868,1.0,0.9789535417915963,1.0
35.1,0.979180535920647,1.0,0.9779726903757245,1.0,0.980257957338487,1.0
35.2,0.9778691518033541,1.0,0.9779450249983006,1.0,0.9802708239312252,1.0
35.300000000000004,0.9784820106614425,1.0,0.9790945361109923,1.0,0.9795195984075161,1.0
35.4,0.9786558341679478,1.0,0.9794934027376717,1.0,0.9783232502399744,1.0
35.5,0.9781243217808605,1.0,0.9780195460717518,1.0,0.9801256396170176,1.0
35.6,0.9778012501528498,1.0,0.9784336340722491,1.0,0.9811602964920368,1.0
35.7,0.9799742992619522,1.0,0.9789599932304803,1.0,0.9800004044609655,1.0
35.800000000000004,0.9785182978103547,1.0,0.9792598665482707,1.0,0.9810113288731602,1.0
35.9,0.9796746288342222,1.0,0.979997997964413,1.0,0.9803454409717975,1.0
36.0,0.9790543771553963,1.0,0.979156926279987,1.0,0.9801468657923772,1.0
36.1,0.9801066568216581,1.0,0.979510155708885,1.0,0.9793130056950083,1.0
